Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Sumber,Jumlah Fitur
HSV_CLab_R/Gratio,AdaBoost DT,0.6929614399802012,0.6983474223996972,0.6929614399802012,0.692087348818193,0.6280268199233715,0.6332395440173966,0.6280268199233715,0.6266826245443701,"R/Gratio, H, S, V, cL, ca, cb",Gabungan Fitur,7
RGB_rgb_HSV_R/Gratio,AdaBoost DT,0.6838613205212407,0.6871185872565043,0.6838613205212407,0.6825686003662371,0.6266379310344827,0.6291136345889651,0.6266379310344827,0.6240674322370608,"R, G, B, r, g, b, R/Gratio, H, S, V",Gabungan Fitur,10
HSV_CLab,AdaBoost DT,0.692498417525724,0.6984926746646808,0.692498417525724,0.6926121499923412,0.6259722222222222,0.6345567109375164,0.6259722222222222,0.624789880690831,"H, S, V, cL, ca, cb",Gabungan Fitur,6
RGB_rgb_CLab_G/Bratio,AdaBoost DT,0.7022146311050192,0.7106261512882701,0.7022146311050192,0.7008680700872988,0.6259291187739464,0.6368752458331144,0.6259291187739464,0.6246101396642757,"R, G, B, r, g, b, G/Bratio, cL, ca, cb",Gabungan Fitur,10
HSV_R/Gratio,AdaBoost DT,0.687715299789638,0.6919038104268347,0.687715299789638,0.6865126190431982,0.6252777777777779,0.6324513098225587,0.6252777777777779,0.6237322536100387,"R/Gratio, H, S, V",Gabungan Fitur,4
RGB_HSV_CLab,AdaBoost DT,0.6972760025509961,0.7076646316741446,0.6972760025509961,0.6968246502937415,0.623874521072797,0.6424588002089667,0.623874521072797,0.6251040479007793,"R, G, B, H, S, V, cL, ca, cb",Gabungan Fitur,9
rgb_HSV_CLab,AdaBoost DT,0.6972760025509961,0.7076646316741446,0.6972760025509961,0.6968246502937415,0.623874521072797,0.6424588002089667,0.623874521072797,0.6251040479007793,"r, g, b, H, S, V, cL, ca, cb",Gabungan Fitur,9
RGB_rgb_HSV_CLab,AdaBoost DT,0.6911857372664362,0.7021879596332906,0.6911857372664362,0.6907961788003938,0.6238649425287356,0.6442025923798237,0.6238649425287356,0.6256441644537988,"R, G, B, r, g, b, H, S, V, cL, ca, cb",Gabungan Fitur,12
Full,AdaBoost DT,0.6911852018428092,0.7004637280047925,0.6911852018428092,0.691424948628071,0.6232183908045977,0.6362557522869243,0.6232183908045977,0.6231172790491735,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",Gabungan Fitur,14
RGB_HSV_R/Gratio_G/Bratio,AdaBoost DT,0.6931162963914826,0.6972216031403761,0.6931162963914826,0.6918939834217034,0.6231561302681992,0.6279704347981206,0.6231561302681992,0.6210594945806717,"R, G, B, R/Gratio, G/Bratio, H, S, V",Gabungan Fitur,8
